job_id,job_url,job_title,posted_date,employer_name,employer_link,location,region,salary,hours,employment_type,source,lmia,email,live_email_recovery
42094046,https://www.jobbank.gc.ca/jobsearch/jobposting/42094046,child caregiver - private home,2024-10-07,RIGUER'S FAMILY,,Cambridge,ON,18,30 hours per week,Permanent employmentFull time,Job Bank#3108273,FALSE,mtperez_06@yahoo.com,
42097802,https://www.jobbank.gc.ca/jobsearch/jobposting/42097802,field service engineer,2024-10-07,Bluestar,http://www.bluestarconsultancy.com,North York,ON,40,80 hours bi-weekly,Term or contractFull time,Job Bank#3108485,FALSE,ramv@cancrops.com,
42066600,https://www.jobbank.gc.ca/jobsearch/jobposting/42066600,sales supervisor - retail,2024-10-03,1000477577 Ontario Inc.,,Brampton,ON,29,30 hours per week,Permanent employmentFull time,Job Bank#3103747,FALSE,resume_grv@outlook.com,re*****@gmail.com
42066673,https://www.jobbank.gc.ca/jobsearch/jobposting/42066673,shift manager - fast food restaurant,2024-10-03,Wendy's,,Waterloo,ON,18,35 hours per week,Permanent employmentFull time,Job Bank#3104933,FALSE,wendysonjobs@gmail.com,
42132648,https://www.jobbank.gc.ca/jobsearch/jobposting/42132648,retail store supervisor,2024-10-10,SHOPPERS DRUG MART,,Brantford,ON,21,32 hours per week,Permanent employmentFull time,Job Bank#3112641,FALSE,zohaibpharmacy@yahoo.com,
42103170,https://www.jobbank.gc.ca/jobsearch/jobposting/42103170,graphic designer,2024-10-07,The Edge A Leader's Magazine,https://theedgeleaders.com/,North York,ON,33.77,35 hours per week,Permanent employmentFull time,Job Bank#3110029,FALSE,careers@theedgeleaders.com,
42097467,https://www.jobbank.gc.ca/jobsearch/jobposting/42097467,dairy herdsperson,2024-10-07,Stanton Farms,,Ilderton,ON,18.5,40 to 60 hours per week,Permanent employmentFull time,Job Bank#3108475,FALSE,dairyworker@hotmail.com,st*****@hotmail.com
42096941,https://www.jobbank.gc.ca/jobsearch/jobposting/42096941,French pastry baker - retail,2024-10-07,BARTHOLOMEW BAKERY,http://BARTHOLOMEWBAKERY.COM,Concord,ON,28.5,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3108350,FALSE,sales@bartholomewbakery.com,
42132650,https://www.jobbank.gc.ca/jobsearch/jobposting/42132650,technical support engineer,2024-10-10,BYTEMINDS IT SERVICES INC.,,Mississauga,ON,42,37.5 hours per week,Permanent employmentFull time,Job Bank#3114424,FALSE,bytemindsitservices@gmail.com,
42061141,https://www.jobbank.gc.ca/jobsearch/jobposting/42061141,electric appliance installer,2024-10-02,Dave Heating Cooling,,Belle River,ON,28.5,37.5 hours per week,Permanent employmentFull time,Job Bank#3103302,FALSE,daveheatingcooling.jobs@gmail.com,
42066641,https://www.jobbank.gc.ca/jobsearch/jobposting/42066641,shift manager - fast food restaurant,2024-10-03,KFC/Taco Bell/Pizza Hut,http://kfc.ca,Perth,ON,17.2,40 hours per week,Permanent employmentFull time,Job Bank#3104912,FALSE,soulrestaurants.on@gmail.com,
42113303,https://www.jobbank.gc.ca/jobsearch/jobposting/42113303,"heating, ventilation and air conditioning (HVAC) mechanic",2024-10-08,Ben-Air Systems Inc,,Concord,ON,31.79,30 to 35 hours per week,Permanent employmentFull time,Job Bank#3109964,FALSE,abby0715@hotmail.com,
42066146,https://www.jobbank.gc.ca/jobsearch/jobposting/42066146,cook,2024-10-03,Red Chilli Chinese Cuisine,https://www.redchilli.ca/,Mississauga,ON,17.2,40 hours per week,Permanent employmentFull time,Job Bank#3104772,FALSE,redchilierestaurant@gmail.com,
42132649,https://www.jobbank.gc.ca/jobsearch/jobposting/42132649,nursing services manager - medical services,2024-10-10,CareOnDemand,https://careondemand.org/,North York,ON,52.31,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3113207,FALSE,crownimmigration18@gmail.com,
42139449,https://www.jobbank.gc.ca/jobsearch/jobposting/42139449,restaurant manager,2024-10-11,1000595051 ONTARIO INC.,https://www.boosterjuice.com/,Whitby,ON,28.39,32 hours per week,Permanent employmentFull time,Job Bank#3112807,FALSE,booster377@yahoo.com,
42066609,https://www.jobbank.gc.ca/jobsearch/jobposting/42066609,nail care technician,2024-10-03,HARBOUR NAILS LTD.,,Toronto,ON,17.6,40 hours per week,Permanent employmentFull time,Job Bank#3104876,FALSE,habournailsltd@gmail.com,
42103193,https://www.jobbank.gc.ca/jobsearch/jobposting/42103193,office administrator,2024-10-07,PEEL INSURANCE SOLUTIONS INC.,,Mississauga,ON,27,30 hours per week,Permanent employmentFull time,Job Bank#3110059,FALSE,insurancepeel@gmail.com,
42132647,https://www.jobbank.gc.ca/jobsearch/jobposting/42132647,nursing care coordinator,2024-10-10,CareOnDemand,https://careondemand.org/,North York,ON,43,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3113057,FALSE,crownimmigration18@gmail.com,
42103210,https://www.jobbank.gc.ca/jobsearch/jobposting/42103210,marketing coordinator,2024-10-07,Le Petit Chef,https://lepetitchef.com,Toronto,ON,32.8,30 hours per week,Permanent employmentFull time,Job Bank#3110083,FALSE,lpchef115@gmail.com,
42101440,https://www.jobbank.gc.ca/jobsearch/jobposting/42101440,food service supervisor,2024-10-07,Indian Spice,https://indianspice.ca/,Hamilton,ON,17.5,35 hours per week,Permanent employmentFull time,Job Bank#3109597,FALSE,hetali.patel28@gmail.com,
42094045,https://www.jobbank.gc.ca/jobsearch/jobposting/42094045,bookkeeper,2024-10-07,1000072518 Ontario Inc.,,Barrie,ON,25,30 hours per week,Permanent employmentFull time,Job Bank#3108271,FALSE,ontariorealestate93@gmail.com,
42132652,https://www.jobbank.gc.ca/jobsearch/jobposting/42132652,case processing administrator - immigration,2024-10-10,Kanata Legal Services,http://www.kanatalegal.ca,St. Catharines,ON,18,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3113124,FALSE,info@kanatalegal.ca,
42094450,https://www.jobbank.gc.ca/jobsearch/jobposting/42094450,senior accountant,2024-10-07,Elite M.D. Developments,https://elitemdgroup.com/,Burlington,ON,39,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3108287,FALSE,info@elitemdgroup.com,
42066110,https://www.jobbank.gc.ca/jobsearch/jobposting/42066110,floor sander and finisher,2024-10-03,Royal Bal Enterprises Ltd,https://rbel.ca/,Etobicoke,ON,24.5,35 to 44 hours per week,Permanent employmentFull time,Job Bank#3104723,FALSE,rbeltd@outlook.com,ra*****@outlook.com
42113294,https://www.jobbank.gc.ca/jobsearch/jobposting/42113294,baker,2024-10-08,Good Earth Coffeehouse,,Toronto,ON,20,40 hours per week,Permanent employmentFull time,Job Bank#3111396,FALSE,reachgoodearthcoffee@outlook.com,ca*****@gmail.com
42061135,https://www.jobbank.gc.ca/jobsearch/jobposting/42061135,warehouse associate,2024-10-02,Rapid Ground Xpress,,Mississauga,ON,29,35 hours per week,Permanent employmentFull time,Job Bank#3103296,FALSE,jobs.rapidground@gmail.com,
42101439,https://www.jobbank.gc.ca/jobsearch/jobposting/42101439,bookkeeper,2024-10-07,Comfort Property Management,http://www.comfortpm.ca,Woodbridge,ON,"60,000",40 hours per week,Permanent employmentFull time,Job Bank#3109595,FALSE,jobs@comfortpm.ca,
42062969,https://www.jobbank.gc.ca/jobsearch/jobposting/42062969,heavy equipment mechanic,2024-10-03,Advantage Farm Equipment Ltd,http://www.advantage-equip.com/careers,Wyoming,ON,35,40 hours per week,Permanent employmentFull time,Job Bank#3104430,FALSE,benm@advantage-equip.com,
42110471,https://www.jobbank.gc.ca/jobsearch/jobposting/42110471,sales associate,2024-10-08,Tiverton General Store,,Tiverton,ON,17.2,15 to 30 hours bi-weekly,Term or contractPart time,Job Bank#3110735,FALSE,Not found,
42132654,https://www.jobbank.gc.ca/jobsearch/jobposting/42132654,retail store supervisor,2024-10-10,CANADA COPIER REMARKETING CORP.,,Mississauga,ON,28.5,40 hours per week,Permanent employmentFull time,Job Bank#3113134,FALSE,nawazaamir@hotmail.com,
42098496,https://www.jobbank.gc.ca/jobsearch/jobposting/42098496,recruitment specialist,2024-10-07,Toromont Cat,http://www.toromontcat.com,Concord,ON,"72,200",40 hours per week,Permanent employmentFull time,Job Bank#3107599,FALSE,careers@toromont.com,
42132653,https://www.jobbank.gc.ca/jobsearch/jobposting/42132653,home child care provider,2024-10-10,Maryam Sarosh,,Mississauga,ON,17.2,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3113560,FALSE,silkatsilco@hotmail.com,si*****@gmail.com
42096931,https://www.jobbank.gc.ca/jobsearch/jobposting/42096931,motel managing supervisor,2024-10-07,Northland Motel,,Chelmsford,ON,24,35 hours per week,Permanent employmentFull time,Job Bank#3108341,FALSE,hirenmistry79@hotmail.com,hi*****@yahoo.ca
42076445,https://www.jobbank.gc.ca/jobsearch/jobposting/42076445,general construction supervisor,2024-10-04,IK Construction Inc.,,Toronto,ON,36.5,35 hours per week,Permanent employmentFull time,Job Bank#3106215,FALSE,ikconstruction@outlook.com,
42097872,https://www.jobbank.gc.ca/jobsearch/jobposting/42097872,litigation legal assistant,2024-10-07,Toor Law Office,,Etobicoke,ON,22,42.5 hours per week,Permanent employmentFull time,Job Bank#3108500,FALSE,manuvtoor@gmail.com,
42113290,https://www.jobbank.gc.ca/jobsearch/jobposting/42113290,restaurant manager,2024-10-08,McDonald's Restaurants,,London,ON,"45,000",35 to 40 hours per week,Permanent employmentFull time,Job Bank#3110499,FALSE,oxfordmcdonald@yahoo.com,
42100719,https://www.jobbank.gc.ca/jobsearch/jobposting/42100719,senior staffing officer,2024-10-07,OUTLET TAGS CANOPIES LTD. VAND,,Scarborough,ON,34,40 hours per week,Permanent employmentFull time,Job Bank#3109395,FALSE,applicants.office1@gmail.com,
42113328,https://www.jobbank.gc.ca/jobsearch/jobposting/42113328,window shade installer,2024-10-08,ALLURE SHADE SYSTEMS INC,http://www.allureshadesystems.com,Mississauga,ON,24,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3111413,FALSE,sales@allureshadesystems.com,
42132657,https://www.jobbank.gc.ca/jobsearch/jobposting/42132657,R.P.N. (registered practical nurse),2024-10-10,Chippewas of Nawash Unceded First Nation,http://nawash.ca,Wiarton,ON,28.95,22.5 hours per week,Permanent employmentPart time,Job Bank#3113571,FALSE,employment@nawash.ca,
42076481,https://www.jobbank.gc.ca/jobsearch/jobposting/42076481,facility operations manager,2024-10-04,Hampton Inn Kingston,,Kingston,ON,44,35 to 44 hours per week,Permanent employmentFull time,Job Bank#3104096,FALSE,innovation.career@yahoo.com,
42102933,https://www.jobbank.gc.ca/jobsearch/jobposting/42102933,administration analyst,2024-10-07,ELEVATXPERT MARKETING STRATEGIES INC.,,Etobicoke,ON,31,40 hours per week,Permanent employmentFull time,Job Bank#3109998,FALSE,info@elevatxpertmarketing.ca,
42113325,https://www.jobbank.gc.ca/jobsearch/jobposting/42113325,administrative assistant,2024-10-08,Active Green + Ross,,Brampton,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3111410,FALSE,memberautoservice@hotmail.com,
42103171,https://www.jobbank.gc.ca/jobsearch/jobposting/42103171,hotel clerk supervisor,2024-10-07,The Balmer Hotel,http://www.balmerhotel.ca,Balmertown,ON,28.5,32 to 40 hours per week,Permanent employmentFull time,Job Bank#3110031,FALSE,info@balmerhotel.com,
42132662,https://www.jobbank.gc.ca/jobsearch/jobposting/42132662,truck driver,2024-10-10,Roman Building Materials,,Markham,ON,30,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3114428,FALSE,julia@theromangroupltd.com,
42103169,https://www.jobbank.gc.ca/jobsearch/jobposting/42103169,floor sander and finisher,2024-10-07,JN JANITORIAL SERVICES INC.,,Brampton,ON,28.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3110028,FALSE,jnjoboffer@gmail.com,
42066598,https://www.jobbank.gc.ca/jobsearch/jobposting/42066598,baker,2024-10-03,Tim Hortons,,Richmond Hill,ON,18,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3104860,FALSE,ivanchiu@hotmail.com,
42113331,https://www.jobbank.gc.ca/jobsearch/jobposting/42113331,food service supervisor,2024-10-08,Guac Mexi Grill,,Port Elgin,ON,17.2,35 hours per week,Permanent employmentFull time,Job Bank#3111416,FALSE,hiring.guacmexigrill@gmail.com,
42132661,https://www.jobbank.gc.ca/jobsearch/jobposting/42132661,church caretaker,2024-10-10,Saint Joseph's Parish,https://www.st-josephs.ca/,Ottawa,ON,"52,000",37.5 hours per week,Permanent employmentFull time,Job Bank#3112384,FALSE,cadam@st-josephs.ca,
42113322,https://www.jobbank.gc.ca/jobsearch/jobposting/42113322,office assistant,2024-10-08,Interprovincial Corrosion Control Company Limited,http://www.rustrol.com,Burlington,ON,"39,250",40 hours per week,Permanent employmentFull time,Job Bank#3110547,FALSE,resumes@rustrol.com,
42132659,https://www.jobbank.gc.ca/jobsearch/jobposting/42132659,truck and coach technician,2024-10-10,Wriskey Crick Repair Ltd.,,Stirling,ON,29,32 to 40 hours per week,Permanent employmentFull time,Job Bank#3112690,FALSE,excapebay@yahoo.ca,
42096935,https://www.jobbank.gc.ca/jobsearch/jobposting/42096935,retail store supervisor,2024-10-07,SVP Sports,http://www.svpsports.ca,Concord,ON,22,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3108345,FALSE,svpsportshr2023@gmail.com,
42076932,https://www.jobbank.gc.ca/jobsearch/jobposting/42076932,food service supervisor,2024-10-04,Hero Certified Burgers,,Woodbridge,ON,17.2,32 to 40 hours per week,Permanent employmentFull time,Job Bank#3106256,FALSE,herocolossus@yahoo.com,
42066134,https://www.jobbank.gc.ca/jobsearch/jobposting/42066134,assistant professor - university,2024-10-03,University of Waterloo,https://uwaterloo.ca/careers/faculty-opportunities,Waterloo,ON,"105,000",35 hours per week,Permanent employmentFull time,Job Bank#3104750,FALSE,Not found,
42132658,https://www.jobbank.gc.ca/jobsearch/jobposting/42132658,software sales representative,2024-10-10,BYTEMINDS IT SERVICES INC.,,Mississauga,ON,35.5,37.5 hours per week,Permanent employmentFull time,Job Bank#3114427,FALSE,bytemindsitservices@gmail.com,
42100773,https://www.jobbank.gc.ca/jobsearch/jobposting/42100773,health care aide,2024-10-07,Ottawa home care (Nursing Agency),http://www.ottawahomecare.ca,Ottawa,ON,22,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3106792,FALSE,applicant@ottawahomecare.ca,
42066660,https://www.jobbank.gc.ca/jobsearch/jobposting/42066660,office manager,2024-10-03,Success Stories,,Brampton,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3103901,FALSE,candidates@successstories.ca,
42132663,https://www.jobbank.gc.ca/jobsearch/jobposting/42132663,administrative assistant,2024-10-10,Diamond Towing & Recovery,,Lively,ON,28.5,30 hours per week,Permanent employmentFull time,Job Bank#3113129,FALSE,hiring.diamondtowing@gmail.com,
42097466,https://www.jobbank.gc.ca/jobsearch/jobposting/42097466,office administrative assistant,2024-10-07,DaSilva and Associates Inc.,,Toronto,ON,32,37.5 hours per week,Permanent employmentFull time,Job Bank#3108474,FALSE,adasilva@dasilva.net,
42066121,https://www.jobbank.gc.ca/jobsearch/jobposting/42066121,restaurant supervisor,2024-10-03,Stacked Pancakes & Breakfast House,,St. Catharines,ON,28.5,30 hours per week,Permanent employmentFull time,Job Bank#3102903,FALSE,stackedglendale@gmail.com,
42095184,https://www.jobbank.gc.ca/jobsearch/jobposting/42095184,motel managing supervisor,2024-10-07,JBRINE 6179 LUNDY’S LANE GP INC.,,Niagara Falls,ON,28.4,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3108304,FALSE,thehighlanderinn1@gmail.com,
42132666,https://www.jobbank.gc.ca/jobsearch/jobposting/42132666,registered early childhood educator  (RECE),2024-10-10,Play Learn Grow Academy,https://www.playlearngrowacademy.ca/,Alliston,ON,29,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3112379,FALSE,jobsatplaylearngrowacademy@gmail.com,
42094042,https://www.jobbank.gc.ca/jobsearch/jobposting/42094042,financial services officer,2024-10-07,LENDING TREE,http://WWW.LENDING-TREE.CA,Brampton,ON,28.98,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3108268,FALSE,info@cashurcheck.ca,
42066635,https://www.jobbank.gc.ca/jobsearch/jobposting/42066635,fast food restaurant manager,2024-10-03,KFC/Taco Bell/Pizza Hut,http://kfc.ca,Stoney Creek,ON,"45,760",40 hours per week,Permanent employmentFull time,Job Bank#3104901,FALSE,workforsoul@yahoo.com,
42101430,https://www.jobbank.gc.ca/jobsearch/jobposting/42101430,truck driver,2024-10-07,10794015 Canada Inc.,,London,ON,25.5,35 hours per week,Permanent employmentFull time,Job Bank#3109579,FALSE,10794015canadainc@gmail.com,
42066145,https://www.jobbank.gc.ca/jobsearch/jobposting/42066145,personal support worker – nursing care,2024-10-03,Qualicare Newmarket,https://www.qualicare.com/newmarket-on/,Newmarket,ON,28.5,36 to 40 hours per week,Permanent employmentFull time,Job Bank#3102951,FALSE,bbrown@qualicare.com,
42132667,https://www.jobbank.gc.ca/jobsearch/jobposting/42132667,greenhouse labourer,2024-10-10,Prism Farms,,Leamington,ON,17.2,40 to 50 hours per week,Permanent employmentFull time,Job Bank#3112893,FALSE,prismfarms731@gmail.com,
42110476,https://www.jobbank.gc.ca/jobsearch/jobposting/42110476,environmental advisor (except engineer),2024-10-08,The Métis Nation of Ontario,http://www.metisnation.org/,Thunder Bay,ON,"60,860",37.5 hours per week,Term or contractFull time,Job Bank#3109746,FALSE,Not found,
42061123,https://www.jobbank.gc.ca/jobsearch/jobposting/42061123,small equipment repairer,2024-10-02,UNDEROOF AUTOBODY,http://underroofautobody.com/,Brampton,ON,29,35 hours per week,Permanent employmentFull time,Job Bank#3103281,FALSE,jobs.underroofcollision@gmail.com,
42078179,https://www.jobbank.gc.ca/jobsearch/jobposting/42078179,printing press operator,2024-10-04,Godin Productions Ltd,,Etobicoke,ON,28.4,30 hours per week,Permanent employmentFull time,Job Bank#3106518,FALSE,hr@godinproductions.com,
42132668,https://www.jobbank.gc.ca/jobsearch/jobposting/42132668,cook,2024-10-10,PITA PIT,,Brampton,ON,28.5,32 hours per week,Permanent employmentFull time,Job Bank#3114433,FALSE,hr1000260157ontarioinc@gmail.com,
42100706,https://www.jobbank.gc.ca/jobsearch/jobposting/42100706,payroll supervisor,2024-10-07,ZAD ACCOUNTING & TAX SOLUTIONS LTD.,https://www.zadaccounting.ca/,Brampton,ON,35,40 hours per week,Permanent employmentFull time,Job Bank#3109388,FALSE,zadaccntg@gmail.com,
42094031,https://www.jobbank.gc.ca/jobsearch/jobposting/42094031,food service supervisor,2024-10-07,Dairy Queen Grill & Chill,,London,ON,17.5,40 to 44 hours per week,Permanent employmentFull time,Job Bank#3108259,FALSE,dqwellington@gmail.com,
42097878,https://www.jobbank.gc.ca/jobsearch/jobposting/42097878,user support technician,2024-10-07,Canamex-Carbra Transportation Services Inc.,http://www.wecantruck.com,Mississauga,ON,29,40 hours per week,Permanent employmentFull time,Job Bank#3108506,FALSE,harjeet@wecantruck.com,
42076486,https://www.jobbank.gc.ca/jobsearch/jobposting/42076486,pneumatic tool repairer,2024-10-04,Tool Time Inc.,http://tooltimeinc.com/,Concord,ON,29.5,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3106247,FALSE,jobsattooltime@outlook.com,
42066141,https://www.jobbank.gc.ca/jobsearch/jobposting/42066141,bookkeeper,2024-10-03,Gourmet Trading Co. LTD,,Mississauga,ON,32.82,37.5 hours per week,Permanent employmentFull time,Job Bank#3097229,FALSE,jobsgourmettrading@gmail.com,
42132670,https://www.jobbank.gc.ca/jobsearch/jobposting/42132670,automobile mechanic,2024-10-10,Orléans kia,https://www.orleanskia.com/,Orléans,ON,28,32 hours per week,Permanent employmentFull time,Job Bank#3112423,FALSE,Not found,
42100691,https://www.jobbank.gc.ca/jobsearch/jobposting/42100691,user support technician,2024-10-07,SSCI,http://WWW.SSCINC.CA,Mississauga,ON,28.85,40 hours per week,Permanent employmentFull time,Job Bank#3109378,FALSE,mkhan@sscinc.ca,
42103165,https://www.jobbank.gc.ca/jobsearch/jobposting/42103165,cleaning supervisor,2024-10-07,JN JANITORIAL SERVICES INC.,,Brampton,ON,28.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3110018,FALSE,jnjoboffer@gmail.com,
42096946,https://www.jobbank.gc.ca/jobsearch/jobposting/42096946,Social media analyst,2024-10-07,R&J Nutraceuticals,,Concord,ON,32.5,30 hours per week,Permanent employmentFull time,Job Bank#3108354,FALSE,vendor@vitatree.com,
42113270,https://www.jobbank.gc.ca/jobsearch/jobposting/42113270,cleaner,2024-10-08,UNSTAINED CLEANING SERVICES,https://unstained.ca/,York,ON,19,6 to 40 hours per week,Permanent employmentPart time,Job Bank#3111373,FALSE,info@unstained.ca,
42066632,https://www.jobbank.gc.ca/jobsearch/jobposting/42066632,food service supervisor,2024-10-03,KFC/Taco Bell/Pizza Hut,http://kfc.ca,Orillia,ON,17.2,32 hours per week,Permanent employmentFull time,Job Bank#3104899,FALSE,1412-pembroke-on@soulrestaurants.com,
